date,visitor_name,visitor_pts,home_name,home_pts,overtime,home_win,margin_of_victory,year,postseason
2023-12-12,Golden State Warriors,116,Phoenix Suns,119,0,True,3,2024,False
2023-12-12,Sacramento Kings,99,Los Angeles Clippers,119,0,True,20,2024,False
2023-12-13,Philadelphia 76ers,129,Detroit Pistons,111,0,False,18,2024,False
2023-12-13,New Orleans Pelicans,142,Washington Wizards,122,0,False,20,2024,False
2023-12-13,Charlotte Hornets,104,Miami Heat,115,0,True,11,2024,False
2023-12-13,Atlanta Hawks,128,Toronto Raptors,135,0,True,7,2024,False
2023-12-13,Memphis Grizzlies,104,Houston Rockets,117,0,True,13,2024,False
2023-12-13,Indiana Pacers,126,Milwaukee Bucks,140,0,True,14,2024,False
2023-12-13,Los Angeles Lakers,122,San Antonio Spurs,119,0,False,3,2024,False
2023-12-13,Brooklyn Nets,116,Phoenix Suns,112,0,False,4,2024,False
2023-12-13,New York Knicks,113,Utah Jazz,117,0,True,4,2024,False
2023-12-14,Cleveland Cavaliers,107,Boston Celtics,116,0,True,9,2024,False
2023-12-14,Chicago Bulls,124,Miami Heat,116,0,False,8,2024,False
2023-12-14,Minnesota Timberwolves,119,Dallas Mavericks,101,0,False,18,2024,False
2023-12-14,Brooklyn Nets,101,Denver Nuggets,124,0,True,23,2024,False
2023-12-14,Utah Jazz,122,Portland Trail Blazers,114,0,False,8,2024,False
2023-12-14,Oklahoma City Thunder,123,Sacramento Kings,128,0,True,5,2024,False
2023-12-14,Golden State Warriors,113,Los Angeles Clippers,121,0,True,8,2024,False
2023-12-15,New Orleans Pelicans,112,Charlotte Hornets,107,0,False,5,2024,False
2023-12-15,Detroit Pistons,92,Philadelphia 76ers,124,0,True,32,2024,False
2023-12-15,Indiana Pacers,123,Washington Wizards,137,0,True,14,2024,False
2023-12-15,Orlando Magic,111,Boston Celtics,128,0,True,17,2024,False
2023-12-15,Los Angeles Lakers,115,San Antonio Spurs,129,0,True,14,2024,False
2023-12-15,Atlanta Hawks,125,Toronto Raptors,104,0,False,21,2024,False
2023-12-15,Houston Rockets,103,Memphis Grizzlies,96,0,False,7,2024,False
2023-12-15,New York Knicks,139,Phoenix Suns,122,0,False,17,2024,False
2023-12-16,Detroit Pistons,114,Milwaukee Bucks,146,0,True,32,2024,False
2023-12-16,Philadelphia 76ers,135,Charlotte Hornets,82,0,False,53,2024,False
2023-12-16,Atlanta Hawks,119,Cleveland Cavaliers,127,0,True,8,2024,False
2023-12-16,Chicago Bulls,116,Miami Heat,118,0,True,2,2024,False
2023-12-16,Indiana Pacers,109,Minnesota Timberwolves,127,0,True,18,2024,False
2023-12-16,Brooklyn Nets,120,Golden State Warriors,124,0,True,4,2024,False
2023-12-16,Oklahoma City Thunder,118,Denver Nuggets,117,0,False,1,2024,False
2023-12-16,Dallas Mavericks,131,Portland Trail Blazers,120,0,False,11,2024,False
2023-12-16,Utah Jazz,104,Sacramento Kings,125,0,True,21,2024,False
2023-12-16,New York Knicks,122,Los Angeles Clippers,144,0,True,22,2024,False
2023-12-17,Orlando Magic,97,Boston Celtics,114,0,True,17,2024,False
2023-12-17,New Orleans Pelicans,146,San Antonio Spurs,110,0,False,36,2024,False
2023-12-17,Houston Rockets,119,Milwaukee Bucks,128,0,True,9,2024,False
2023-12-17,Washington Wizards,108,Phoenix Suns,112,0,True,4,2024,False
2023-12-17,Golden State Warriors,118,Portland Trail Blazers,114,0,False,4,2024,False
2023-12-18,Houston Rockets,130,Cleveland Cavaliers,135,1,True,5,2024,False
2023-12-18,Los Angeles Clippers,151,Indiana Pacers,127,0,False,24,2024,False
2023-12-18,Chicago Bulls,108,Philadelphia 76ers,104,0,False,4,2024,False
2023-12-18,Detroit Pistons,124,Atlanta Hawks,130,0,True,6,2024,False
2023-12-18,Minnesota Timberwolves,112,Miami Heat,108,0,False,4,2024,False
2023-12-18,Charlotte Hornets,99,Toronto Raptors,114,0,True,15,2024,False
2023-12-18,Memphis Grizzlies,97,Oklahoma City Thunder,116,0,True,19,2024,False
2023-12-18,Dallas Mavericks,104,Denver Nuggets,130,0,True,26,2024,False
2023-12-18,Brooklyn Nets,108,Utah Jazz,125,0,True,17,2024,False
2023-12-18,Washington Wizards,131,Sacramento Kings,143,0,True,12,2024,False
2023-12-18,New York Knicks,114,Los Angeles Lakers,109,0,False,5,2024,False
2023-12-19,Memphis Grizzlies,115,New Orleans Pelicans,113,0,False,2,2024,False
2023-12-19,San Antonio Spurs,119,Milwaukee Bucks,132,0,True,13,2024,False
2023-12-19,Boston Celtics,126,Golden State Warriors,132,1,True,6,2024,False
2023-12-19,Phoenix Suns,104,Portland Trail Blazers,109,0,True,5,2024,False
2023-12-20,Utah Jazz,116,Cleveland Cavaliers,124,0,True,8,2024,False
2023-12-20,Charlotte Hornets,113,Indiana Pacers,144,0,True,31,2024,False
2023-12-20,Miami Heat,115,Orlando Magic,106,0,False,9,2024,False
2023-12-20,Minnesota Timberwolves,113,Philadelphia 76ers,127,0,True,14,2024,False
2023-12-20,New York Knicks,121,Brooklyn Nets,102,0,False,19,2024,False
2023-12-20,Denver Nuggets,113,Toronto Raptors,104,0,False,9,2024,False
2023-12-20,Los Angeles Lakers,108,Chicago Bulls,124,0,True,16,2024,False
2023-12-20,Atlanta Hawks,134,Houston Rockets,127,0,False,7,2024,False
2023-12-20,Los Angeles Clippers,120,Dallas Mavericks,111,0,False,9,2024,False
2023-12-20,Boston Celtics,144,Sacramento Kings,119,0,False,25,2024,False
2023-12-21,Utah Jazz,119,Detroit Pistons,111,0,False,8,2024,False
2023-12-21,New Orleans Pelicans,123,Cleveland Cavaliers,104,0,False,19,2024,False
2023-12-21,San Antonio Spurs,95,Chicago Bulls,114,0,True,19,2024,False
2023-12-21,Indiana Pacers,103,Memphis Grizzlies,116,0,True,13,2024,False
2023-12-21,Orlando Magic,114,Milwaukee Bucks,118,0,True,4,2024,False
2023-12-21,Los Angeles Clippers,115,Oklahoma City Thunder,134,0,True,19,2024,False
2023-12-21,Los Angeles Lakers,111,Minnesota Timberwolves,118,0,True,7,2024,False
2023-12-21,Washington Wizards,118,Portland Trail Blazers,117,0,False,1,2024,False
2023-12-22,Toronto Raptors,111,Philadelphia 76ers,121,0,True,10,2024,False
2023-12-22,Denver Nuggets,122,Brooklyn Nets,117,0,False,5,2024,False
2023-12-22,Dallas Mavericks,96,Houston Rockets,122,0,True,26,2024,False
2023-12-22,Atlanta Hawks,113,Miami Heat,122,0,True,9,2024,False
2023-12-22,Washington Wizards,118,Golden State Warriors,129,0,True,11,2024,False
2023-12-22,Phoenix Suns,105,Sacramento Kings,120,0,True,15,2024,False
2023-12-23,Milwaukee Bucks,130,New York Knicks,111,0,False,19,2024,False
2023-12-23,Boston Celtics,145,Los Angeles Clippers,108,0,False,37,2024,False
2023-12-23,Denver Nuggets,102,Charlotte Hornets,95,0,False,7,2024,False
2023-12-23,Orlando Magic,117,Indiana Pacers,110,0,False,7,2024,False
2023-12-23,Houston Rockets,106,New Orleans Pelicans,104,0,False,2,2024,False
2023-12-23,Memphis Grizzlies,125,Atlanta Hawks,119,0,False,6,2024,False
2023-12-23,Detroit Pistons,115,Brooklyn Nets,126,0,True,11,2024,False
2023-12-23,Utah Jazz,126,Toronto Raptors,119,0,False,7,2024,False
2023-12-23,Cleveland Cavaliers,109,Chicago Bulls,95,0,False,14,2024,False
2023-12-23,Los Angeles Lakers,129,Oklahoma City Thunder,120,0,False,9,2024,False
2023-12-23,San Antonio Spurs,119,Dallas Mavericks,144,0,True,25,2024,False
2023-12-23,Portland Trail Blazers,106,Golden State Warriors,126,0,True,20,2024,False
2023-12-23,Minnesota Timberwolves,110,Sacramento Kings,98,0,False,12,2024,False
2023-12-25,Milwaukee Bucks,122,New York Knicks,129,0,True,7,2024,False
2023-12-25,Golden State Warriors,114,Denver Nuggets,120,0,True,6,2024,False
2023-12-25,Boston Celtics,126,Los Angeles Lakers,115,0,False,11,2024,False
2023-12-25,Philadelphia 76ers,113,Miami Heat,119,0,True,6,2024,False
2023-12-25,Dallas Mavericks,128,Phoenix Suns,114,0,False,14,2024,False
2023-12-26,Brooklyn Nets,118,Detroit Pistons,112,0,False,6,2024,False
2023-12-26,Orlando Magic,127,Washington Wizards,119,0,False,8,2024,False
2023-12-26,Atlanta Hawks,113,Chicago Bulls,118,0,True,5,2024,False
2023-12-26,Indiana Pacers,123,Houston Rockets,117,0,False,6,2024,False
2023-12-26,Memphis Grizzlies,116,New Orleans Pelicans,115,1,False,1,2024,False
2023-12-26,Minnesota Timberwolves,106,Oklahoma City Thunder,129,0,True,23,2024,False
2023-12-26,Utah Jazz,130,San Antonio Spurs,118,0,False,12,2024,False
2023-12-26,Sacramento Kings,113,Portland Trail Blazers,130,0,True,17,2024,False
2023-12-26,Charlotte Hornets,104,Los Angeles Clippers,113,0,True,9,2024,False
2023-12-27,Philadelphia 76ers,112,Orlando Magic,92,0,False,20,2024,False
2023-12-27,Toronto Raptors,132,Washington Wizards,102,0,False,30,2024,False
2023-12-27,Milwaukee Bucks,144,Brooklyn Nets,122,0,False,22,2024,False
2023-12-27,Phoenix Suns,129,Houston Rockets,113,0,False,16,2024,False
2023-12-27,New York Knicks,120,Oklahoma City Thunder,129,0,True,9,2024,False
2023-12-27,Cleveland Cavaliers,113,Dallas Mavericks,110,0,False,3,2024,False
2023-12-28,Detroit Pistons,122,Boston Celtics,128,1,True,6,2024,False
2023-12-28,Indiana Pacers,120,Chicago Bulls,104,0,False,16,2024,False
2023-12-28,Dallas Mavericks,110,Minnesota Timberwolves,118,0,True,8,2024,False
2023-12-28,Utah Jazz,105,New Orleans Pelicans,112,0,True,7,2024,False
2023-12-28,Memphis Grizzlies,105,Denver Nuggets,142,0,True,37,2024,False
2023-12-28,Miami Heat,114,Golden State Warriors,102,0,False,12,2024,False
2023-12-28,San Antonio Spurs,118,Portland Trail Blazers,105,0,False,13,2024,False
2023-12-28,Charlotte Hornets,112,Los Angeles Lakers,133,0,True,21,2024,False
2023-12-29,New York Knicks,108,Orlando Magic,117,0,True,9,2024,False
2023-12-29,Brooklyn Nets,104,Washington Wizards,110,0,True,6,2024,False
2023-12-29,Sacramento Kings,117,Atlanta Hawks,110,0,False,7,2024,False
2023-12-29,Toronto Raptors,118,Boston Celtics,120,0,True,2,2024,False
2023-12-29,Milwaukee Bucks,119,Cleveland Cavaliers,111,0,False,8,2024,False
2023-12-29,Philadelphia 76ers,131,Houston Rockets,127,0,False,4,2024,False
2023-12-29,Oklahoma City Thunder,119,Denver Nuggets,93,0,False,26,2024,False
2023-12-29,Charlotte Hornets,119,Phoenix Suns,133,0,True,14,2024,False
2023-12-29,San Antonio Spurs,128,Portland Trail Blazers,134,0,True,6,2024,False
2023-12-29,Memphis Grizzlies,106,Los Angeles Clippers,117,0,True,11,2024,False
2023-12-30,Miami Heat,109,Utah Jazz,117,0,True,8,2024,False
2023-12-30,Toronto Raptors,127,Detroit Pistons,129,0,True,2,2024,False
2023-12-30,New York Knicks,126,Indiana Pacers,140,0,True,14,2024,False
2023-12-30,Philadelphia 76ers,92,Chicago Bulls,105,0,True,13,2024,False
2023-12-30,Los Angeles Lakers,106,Minnesota Timberwolves,108,0,True,2,2024,False
2023-12-30,Dallas Mavericks,132,Golden State Warriors,122,0,False,10,2024,False
2023-12-31,Atlanta Hawks,130,Washington Wizards,126,0,False,4,2024,False
2023-12-31,Los Angeles Lakers,109,New Orleans Pelicans,129,0,True,20,2024,False
2023-12-31,Brooklyn Nets,108,Oklahoma City Thunder,124,0,True,16,2024,False
2023-12-31,Boston Celtics,134,San Antonio Spurs,101,0,False,33,2024,False
2023-12-31,Sacramento Kings,123,Memphis Grizzlies,92,0,False,31,2024,False
2023-12-31,Orlando Magic,107,Phoenix Suns,112,0,True,5,2024,False
2024-01-01,Minnesota Timberwolves,106,New York Knicks,112,0,True,6,2024,False
2024-01-01,Cleveland Cavaliers,121,Toronto Raptors,124,0,True,3,2024,False
2024-01-01,Detroit Pistons,113,Houston Rockets,136,0,True,23,2024,False
2024-01-01,Indiana Pacers,122,Milwaukee Bucks,113,0,False,9,2024,False
2024-01-01,Charlotte Hornets,93,Denver Nuggets,111,0,True,18,2024,False
2024-01-01,Portland Trail Blazers,88,Phoenix Suns,109,0,True,21,2024,False
2024-01-01,Dallas Mavericks,90,Utah Jazz,127,0,True,37,2024,False
2024-01-01,Miami Heat,104,Los Angeles Clippers,121,0,True,17,2024,False
2024-01-02,Chicago Bulls,97,Philadelphia 76ers,110,0,True,13,2024,False
2024-01-02,San Antonio Spurs,98,Memphis Grizzlies,106,0,True,8,2024,False
2024-01-02,Brooklyn Nets,85,New Orleans Pelicans,112,0,True,27,2024,False
2024-01-02,Boston Celtics,123,Oklahoma City Thunder,127,0,True,4,2024,False
2024-01-02,Orlando Magic,115,Golden State Warriors,121,0,True,6,2024,False
2024-01-02,Charlotte Hornets,111,Sacramento Kings,104,0,False,7,2024,False
2024-01-03,Washington Wizards,101,Cleveland Cavaliers,140,0,True,39,2024,False
2024-01-03,Milwaukee Bucks,130,Indiana Pacers,142,0,True,12,2024,False
2024-01-03,Oklahoma City Thunder,138,Atlanta Hawks,141,0,True,3,2024,False
2024-01-03,Brooklyn Nets,101,Houston Rockets,112,0,True,11,2024,False
2024-01-03,Toronto Raptors,116,Memphis Grizzlies,111,0,False,5,2024,False
2024-01-03,New Orleans Pelicans,117,Minnesota Timberwolves,106,0,False,11,2024,False
2024-01-03,Portland Trail Blazers,97,Dallas Mavericks,126,0,True,29,2024,False
2024-01-03,Chicago Bulls,100,New York Knicks,116,0,True,16,2024,False
2024-01-03,Los Angeles Clippers,131,Phoenix Suns,122,0,False,9,2024,False
2024-01-03,Detroit Pistons,148,Utah Jazz,154,1,True,6,2024,False
2024-01-03,Miami Heat,110,Los Angeles Lakers,96,0,False,14,2024,False
2024-01-03,Orlando Magic,135,Sacramento Kings,138,2,True,3,2024,False
2024-01-04,Milwaukee Bucks,125,San Antonio Spurs,121,0,False,4,2024,False
2024-01-04,Denver Nuggets,130,Golden State Warriors,127,0,False,3,2024,False
2024-01-05,Utah Jazz,97,Boston Celtics,126,0,True,29,2024,False
2024-01-05,Atlanta Hawks,116,Indiana Pacers,150,0,True,34,2024,False
2024-01-05,Oklahoma City Thunder,115,Brooklyn Nets,124,0,True,9,2024,False
2024-01-05,Washington Wizards,90,Cleveland Cavaliers,114,0,True,24,2024,False
2024-01-05,New York Knicks,128,Philadelphia 76ers,92,0,False,36,2024,False
2024-01-05,Charlotte Hornets,91,Chicago Bulls,104,0,True,13,2024,False
2024-01-05,Minnesota Timberwolves,122,Houston Rockets,95,0,False,27,2024,False
2024-01-05,Los Angeles Clippers,111,New Orleans Pelicans,95,0,False,16,2024,False
2024-01-05,Portland Trail Blazers,103,Dallas Mavericks,139,0,True,36,2024,False
2024-01-05,Orlando Magic,122,Denver Nuggets,120,0,False,2,2024,False
2024-01-05,Miami Heat,97,Phoenix Suns,113,0,True,16,2024,False
2024-01-05,Detroit Pistons,109,Golden State Warriors,113,0,True,4,2024,False
2024-01-05,Memphis Grizzlies,127,Los Angeles Lakers,113,0,False,14,2024,False
2024-01-05,Toronto Raptors,130,Sacramento Kings,135,0,True,5,2024,False
2024-01-06,Boston Celtics,118,Indiana Pacers,101,0,False,17,2024,False
2024-01-06,New York Knicks,121,Washington Wizards,105,0,False,16,2024,False
2024-01-06,Utah Jazz,120,Philadelphia 76ers,109,0,False,11,2024,False
2024-01-06,Milwaukee Bucks,108,Houston Rockets,112,0,True,4,2024,False
2024-01-07,San Antonio Spurs,115,Cleveland Cavaliers,117,0,True,2,2024,False
2024-01-07,Portland Trail Blazers,134,Brooklyn Nets,127,1,False,7,2024,False
2024-01-07,Atlanta Hawks,110,Orlando Magic,117,1,True,7,2024,False
2024-01-07,New Orleans Pelicans,133,Sacramento Kings,100,0,False,33,2024,False
2024-01-07,Minnesota Timberwolves,108,Dallas Mavericks,115,0,True,7,2024,False
2024-01-07,Detroit Pistons,114,Denver Nuggets,131,0,True,17,2024,False
2024-01-07,Memphis Grizzlies,121,Phoenix Suns,115,0,False,6,2024,False
2024-01-07,Toronto Raptors,133,Golden State Warriors,118,0,False,15,2024,False
2024-01-07,Los Angeles Clippers,103,Los Angeles Lakers,106,0,True,3,2024,False
2024-01-08,Chicago Bulls,119,Charlotte Hornets,112,1,False,7,2024,False
2024-01-08,Boston Celtics,131,Indiana Pacers,133,0,True,2,2024,False
2024-01-08,Oklahoma City Thunder,136,Washington Wizards,128,0,False,8,2024,False
2024-01-08,Houston Rockets,113,Miami Heat,120,0,True,7,2024,False
2024-01-08,Utah Jazz,132,Milwaukee Bucks,116,0,False,16,2024,False
2024-01-08,Phoenix Suns,111,Los Angeles Clippers,138,0,True,27,2024,False
2024-01-09,Sacramento Kings,131,Detroit Pistons,110,0,False,21,2024,False
2024-01-09,Minnesota Timberwolves,113,Orlando Magic,92,0,False,21,2024,False
2024-01-09,Portland Trail Blazers,84,New York Knicks,112,0,True,28,2024,False
2024-01-09,Memphis Grizzlies,120,Dallas Mavericks,103,0,False,17,2024,False
2024-01-09,Toronto Raptors,131,Los Angeles Lakers,132,0,True,1,2024,False
2024-01-10,Minnesota Timberwolves,120,Boston Celtics,127,1,True,7,2024,False
2024-01-10,Sacramento Kings,123,Charlotte Hornets,98,0,False,25,2024,False
2024-01-10,San Antonio Spurs,130,Detroit Pistons,108,0,False,22,2024,False
2024-01-10,Washington Wizards,104,Indiana Pacers,112,0,True,8,2024,False
2024-01-10,Philadelphia 76ers,132,Atlanta Hawks,139,1,True,7,2024,False
2024-01-10,Oklahoma City Thunder,128,Miami Heat,120,0,False,8,2024,False
2024-01-10,Houston Rockets,119,Chicago Bulls,124,1,True,5,2024,False
2024-01-10,New Orleans Pelicans,141,Golden State Warriors,105,0,False,36,2024,False
2024-01-10,Denver Nuggets,111,Utah Jazz,124,0,True,13,2024,False
2024-01-10,Toronto Raptors,120,Los Angeles Clippers,126,0,True,6,2024,False
2024-01-11,Brooklyn Nets,102,Cleveland Cavaliers,111,0,True,9,2024,False
2024-01-11,Boston Celtics,102,Milwaukee Bucks,135,0,True,33,2024,False
2024-01-11,Portland Trail Blazers,77,Oklahoma City Thunder,139,0,True,62,2024,False
2024-01-11,New York Knicks,124,Dallas Mavericks,128,0,True,4,2024,False
2024-01-11,Phoenix Suns,127,Los Angeles Lakers,109,0,False,18,2024,False
2024-01-12,Indiana Pacers,126,Atlanta Hawks,108,0,False,18,2024,False
2024-01-12,Houston Rockets,112,Detroit Pistons,110,0,False,2,2024,False
2024-01-12,Sacramento Kings,93,Philadelphia 76ers,112,0,True,19,2024,False
2024-01-12,Golden State Warriors,140,Chicago Bulls,131,0,False,9,2024,False
2024-01-12,Los Angeles Clippers,128,Memphis Grizzlies,119,0,False,9,2024,False
2024-01-12,Orlando Magic,96,Miami Heat,99,0,True,3,2024,False
2024-01-12,Portland Trail Blazers,93,Minnesota Timberwolves,116,0,True,23,2024,False
2024-01-12,Charlotte Hornets,99,San Antonio Spurs,135,0,True,36,2024,False
2024-01-12,Toronto Raptors,113,Utah Jazz,145,0,True,32,2024,False
2024-01-12,New Orleans Pelicans,113,Denver Nuggets,125,0,True,12,2024,False
2024-01-13,Houston Rockets,113,Boston Celtics,145,0,True,32,2024,False
2024-01-13,Washington Wizards,127,Atlanta Hawks,99,0,False,28,2024,False
2024-01-13,New York Knicks,106,Memphis Grizzlies,94,0,False,12,2024,False
2024-01-13,Golden State Warriors,118,Milwaukee Bucks,129,0,True,11,2024,False
2024-01-13,Orlando Magic,100,Oklahoma City Thunder,112,0,True,12,2024,False
2024-01-13,New Orleans Pelicans,118,Dallas Mavericks,108,0,False,10,2024,False
2024-01-13,Chicago Bulls,122,San Antonio Spurs,116,0,False,6,2024,False
2024-01-13,Los Angeles Lakers,125,Utah Jazz,132,0,True,7,2024,False
2024-01-14,Indiana Pacers,109,Denver Nuggets,117,0,True,8,2024,False
2024-01-14,Charlotte Hornets,87,Miami Heat,104,0,True,17,2024,False
2024-01-14,Sacramento Kings,142,Milwaukee Bucks,143,1,True,1,2024,False
2024-01-14,Los Angeles Clippers,105,Minnesota Timberwolves,109,0,True,4,2024,False
2024-01-14,Phoenix Suns,127,Portland Trail Blazers,116,0,False,11,2024,False
2024-01-15,Houston Rockets,115,Philadelphia 76ers,124,0,True,9,2024,False
2024-01-15,New Orleans Pelicans,120,Dallas Mavericks,125,0,True,5,2024,False
2024-01-15,Orlando Magic,98,New York Knicks,94,0,False,4,2024,False
2024-01-15,Detroit Pistons,129,Washington Wizards,117,0,False,12,2024,False
2024-01-15,San Antonio Spurs,99,Atlanta Hawks,109,0,True,10,2024,False
2024-01-15,Golden State Warriors,107,Memphis Grizzlies,116,0,True,9,2024,False
2024-01-15,Chicago Bulls,91,Cleveland Cavaliers,109,0,True,18,2024,False
2024-01-15,Miami Heat,96,Brooklyn Nets,95,1,False,1,2024,False
2024-01-15,Boston Celtics,105,Toronto Raptors,96,0,False,9,2024,False
2024-01-15,Indiana Pacers,105,Utah Jazz,132,0,True,27,2024,False
2024-01-15,Oklahoma City Thunder,105,Los Angeles Lakers,112,0,True,7,2024,False
2024-01-16,Denver Nuggets,121,Philadelphia 76ers,126,0,True,5,2024,False
2024-01-16,Sacramento Kings,117,Phoenix Suns,119,0,True,2,2024,False
2024-01-16,Oklahoma City Thunder,117,Los Angeles Clippers,128,0,True,11,2024,False
2024-01-17,Minnesota Timberwolves,124,Detroit Pistons,117,0,False,7,2024,False
2024-01-17,Orlando Magic,104,Atlanta Hawks,106,0,True,2,2024,False
2024-01-17,San Antonio Spurs,98,Boston Celtics,117,0,True,19,2024,False
2024-01-17,Milwaukee Bucks,95,Cleveland Cavaliers,135,0,True,40,2024,False
2024-01-17,Houston Rockets,94,New York Knicks,109,0,True,15,2024,False
2024-01-17,Miami Heat,97,Toronto Raptors,121,0,True,24,2024,False
2024-01-17,Charlotte Hornets,112,New Orleans Pelicans,132,0,True,20,2024,False
2024-01-17,Dallas Mavericks,110,Los Angeles Lakers,127,0,True,17,2024,False
2024-01-17,Brooklyn Nets,103,Portland Trail Blazers,105,0,True,2,2024,False
2024-01-18,Washington Wizards,109,New York Knicks,113,0,True,4,2024,False
2024-01-18,Chicago Bulls,116,Toronto Raptors,110,0,False,6,2024,False
2024-01-18,Oklahoma City Thunder,134,Utah Jazz,129,0,False,5,2024,False
2024-01-18,Memphis Grizzlies,103,Minnesota Timberwolves,118,0,True,15,2024,False
2024-01-18,Indiana Pacers,126,Sacramento Kings,121,0,False,5,2024,False
2024-01-19,San Antonio Spurs,120,Charlotte Hornets,124,0,True,4,2024,False
2024-01-19,Philadelphia 76ers,124,Orlando Magic,109,0,False,15,2024,False
2024-01-19,Denver Nuggets,102,Boston Celtics,100,0,False,2,2024,False
2024-01-19,Atlanta Hawks,109,Miami Heat,108,0,False,1,2024,False
2024-01-19,Phoenix Suns,123,New Orleans Pelicans,109,0,False,14,2024,False
2024-01-19,Indiana Pacers,115,Portland Trail Blazers,118,0,True,3,2024,False
2024-01-19,Brooklyn Nets,130,Los Angeles Lakers,112,0,False,18,2024,False
2024-01-20,Milwaukee Bucks,141,Detroit Pistons,135,0,False,6,2024,False
2024-01-20,Philadelphia 76ers,97,Charlotte Hornets,89,0,False,8,2024,False
2024-01-20,San Antonio Spurs,131,Washington Wizards,127,0,False,4,2024,False
2024-01-20,Cleveland Cavaliers,116,Atlanta Hawks,95,0,False,21,2024,False
2024-01-20,Toronto Raptors,100,New York Knicks,126,0,True,26,2024,False
2024-01-20,Memphis Grizzlies,96,Chicago Bulls,125,0,True,29,2024,False
2024-01-20,Utah Jazz,126,Houston Rockets,127,1,True,1,2024,False
2024-01-20,Oklahoma City Thunder,102,Minnesota Timberwolves,97,0,False,5,2024,False
2024-01-21,Brooklyn Nets,114,Los Angeles Clippers,125,0,True,11,2024,False
2024-01-21,Miami Heat,87,Orlando Magic,105,0,True,18,2024,False
2024-01-21,Denver Nuggets,113,Washington Wizards,104,0,False,9,2024,False
2024-01-21,Boston Celtics,116,Houston Rockets,107,0,False,9,2024,False
2024-01-21,Indiana Pacers,110,Phoenix Suns,117,0,True,7,2024,False
2024-01-21,Portland Trail Blazers,110,Los Angeles Lakers,134,0,True,24,2024,False
2024-01-22,Milwaukee Bucks,122,Detroit Pistons,113,0,False,9,2024,False
2024-01-22,Cleveland Cavaliers,126,Orlando Magic,99,0,False,27,2024,False
2024-01-22,San Antonio Spurs,123,Philadelphia 76ers,133,0,True,10,2024,False
2024-01-22,Memphis Grizzlies,108,Toronto Raptors,100,0,False,8,2024,False
2024-01-22,Charlotte Hornets,128,Minnesota Timberwolves,125,0,False,3,2024,False
2024-01-22,Boston Celtics,119,Dallas Mavericks,110,0,False,9,2024,False
2024-01-22,Chicago Bulls,113,Phoenix Suns,115,0,True,2,2024,False
2024-01-22,Atlanta Hawks,107,Sacramento Kings,122,0,True,15,2024,False
2024-01-23,Denver Nuggets,114,Indiana Pacers,109,0,False,5,2024,False
2024-01-23,New York Knicks,108,Brooklyn Nets,103,0,False,5,2024,False
2024-01-23,Utah Jazz,124,New Orleans Pelicans,153,0,True,29,2024,False
2024-01-23,Portland Trail Blazers,109,Oklahoma City Thunder,111,0,True,2,2024,False
2024-01-23,Los Angeles Lakers,116,Los Angeles Clippers,127,0,True,11,2024,False
2024-01-24,Charlotte Hornets,106,Detroit Pistons,113,0,True,7,2024,False
2024-01-24,Minnesota Timberwolves,118,Washington Wizards,107,0,False,11,2024,False
2024-01-24,Memphis Grizzlies,105,Miami Heat,96,0,False,9,2024,False
2024-01-24,Portland Trail Blazers,137,Houston Rockets,131,1,False,6,2024,False
2024-01-24,Cleveland Cavaliers,116,Milwaukee Bucks,126,0,True,10,2024,False
2024-01-24,Phoenix Suns,132,Dallas Mavericks,109,0,False,23,2024,False
2024-01-24,Oklahoma City Thunder,140,San Antonio Spurs,114,0,False,26,2024,False
2024-01-24,Atlanta Hawks,112,Golden State Warriors,134,0,True,22,2024,False
2024-01-25,Philadelphia 76ers,122,Indiana Pacers,134,0,True,12,2024,False
2024-01-25,Utah Jazz,123,Washington Wizards,108,0,False,15,2024,False
2024-01-25,Minnesota Timberwolves,96,Brooklyn Nets,94,0,False,2,2024,False
2024-01-25,Boston Celtics,143,Miami Heat,110,0,False,33,2024,False
2024-01-25,Denver Nuggets,84,New York Knicks,122,0,True,38,2024,False
2024-01-25,Sacramento Kings,134,Golden State Warriors,133,0,False,1,2024,False
2024-01-25,Chicago Bulls,132,Los Angeles Lakers,141,0,True,9,2024,False
2024-01-26,Dallas Mavericks,148,Atlanta Hawks,143,0,False,5,2024,False
2024-01-26,Houston Rockets,138,Charlotte Hornets,104,0,False,34,2024,False
2024-01-26,Phoenix Suns,131,Indiana Pacers,133,0,True,2,2024,False
2024-01-26,Los Angeles Clippers,127,Toronto Raptors,107,0,False,20,2024,False
2024-01-26,Orlando Magic,106,Memphis Grizzlies,107,0,True,1,2024,False
2024-01-26,Cleveland Cavaliers,112,Milwaukee Bucks,100,0,False,12,2024,False
2024-01-26,Oklahoma City Thunder,107,New Orleans Pelicans,83,0,False,24,2024,False
2024-01-26,Portland Trail Blazers,100,San Antonio Spurs,116,0,True,16,2024,False
2024-01-27,Washington Wizards,118,Detroit Pistons,104,0,False,14,2024,False
2024-01-27,Miami Heat,109,New York Knicks,125,0,True,16,2024,False
2024-01-27,Philadelphia 76ers,105,Denver Nuggets,111,0,True,6,2024,False
2024-01-27,Houston Rockets,104,Brooklyn Nets,106,0,True,2,2024,False
2024-01-27,Los Angeles Clippers,115,Boston Celtics,96,0,False,19,2024,False
2024-01-27,Utah Jazz,134,Charlotte Hornets,122,0,False,12,2024,False
